State,Hour,Day,Month,Year,Wind_Speed(km/h),Temperature(C),Precipitation(mm),Severity,Predicted_Hour
FL,15,20,9,2022,19.31,30.56,0.0,2,14
OR,19,5,12,2022,0.0,1.67,0.0,2,15
AL,20,16,10,2022,4.83,17.22,0.0,2,12
TX,19,25,8,2022,12.87,30.56,0.0,2,16
MI,17,11,8,2022,20.92,24.44,0.0,2,16
CA,15,3,10,2022,0.0,30.0,0.0,2,16
NC,12,22,11,2022,8.04,14.44,0.0,2,13
FL,13,29,1,2023,11.26,17.78,0.0,2,13
CA,6,10,8,2022,20.92,20.0,0.0,2,13
CA,7,5,10,2022,0.0,20.0,0.0,2,7
NY,15,4,10,2022,22.53,12.22,0.0,2,17
VA,14,23,1,2023,14.48,10.0,0.0,2,14
TN,20,21,9,2022,0.0,21.67,0.0,2,7
FL,14,14,9,2022,4.83,27.22,0.0,2,11
FL,16,17,9,2022,9.65,26.11,0.2104570154231863,2,16
NC,16,22,9,2022,11.26,29.44,0.0,2,16
VA,16,15,9,2022,19.31,25.56,0.0,2,16
DC,16,5,12,2022,12.87,7.22,0.0,2,12
WV,18,14,8,2022,4.83,17.78,0.51,2,17
FL,13,23,1,2023,24.14,30.56,0.0,2,13
CA,16,3,10,2022,24.14,23.89,0.0,2,16
TN,8,23,9,2022,16.09,14.44,0.0,2,8
CA,10,27,8,2022,22.53,17.22,0.2104570154231863,2,12
PA,7,12,11,2022,11.26,16.11,0.0,2,10
CA,6,18,9,2022,4.83,12.22,1.52,2,12
FL,14,17,8,2022,11.26,32.22,0.0,2,16
NC,1,10,11,2022,16.09,12.78,0.0,2,2
CO,17,15,12,2022,35.4,-6.11,0.0,2,16
WI,15,17,11,2022,20.92,0.56,0.0,2,14
PA,12,11,9,2022,14.48,20.0,2.79,2,12
SC,14,11,10,2022,4.83,21.67,0.0,2,16
OR,14,18,11,2022,25.74,10.0,0.0,2,14
MD,13,7,9,2022,16.09,22.78,0.0,2,13
ID,15,12,12,2022,4.83,0.56,0.0,2,14
PA,19,28,8,2022,0.0,26.11,0.0,2,17
VA,17,6,10,2022,0.0,22.78,0.0,2,17
TX,0,17,1,2023,4.83,13.89,0.0,2,3
OH,7,7,12,2022,4.83,11.11,0.0,2,11
FL,15,17,10,2022,16.09,28.89,0.0,2,15
TX,16,11,12,2022,16.09,20.0,0.0,2,13
WI,13,11,8,2022,9.65,26.11,0.0,2,13
FL,2,5,9,2022,0.0,26.67,0.0,2,4
FL,1,2,1,2023,11.26,21.67,0.0,2,3
CA,16,1,12,2022,14.48,15.56,0.0,2,14
FL,13,19,12,2022,22.53,24.44,0.0,2,13
NJ,21,23,12,2022,25.74,-12.78,0.0,2,20
FL,15,14,1,2023,24.14,10.0,0.0,2,14
CT,13,23,1,2023,11.26,1.67,0.51,2,12
TX,6,25,8,2022,0.0,23.33,0.0,2,6
CA,4,30,1,2023,11.26,3.33,0.0,2,6
FL,14,14,8,2022,4.83,27.78,0.0,2,14
CA,20,18,11,2022,0.0,12.78,0.0,2,18
TN,14,2,9,2022,4.83,31.11,0.0,2,14
TX,15,13,1,2023,11.26,17.78,0.0,2,15
PA,13,2,12,2022,22.53,10.0,0.0,2,14
FL,6,3,1,2023,9.65,21.11,0.0,2,9
GA,7,11,10,2022,4.83,10.56,0.0,2,8
CA,12,18,11,2022,28.96,17.78,0.0,2,12
MN,23,26,1,2023,20.92,-10.56,0.0,2,20
AZ,12,5,1,2023,11.26,16.67,0.0,2,13
VA,11,9,8,2022,16.09,33.33,0.0,2,12
NY,4,22,8,2022,0.0,23.33,0.0,2,8
FL,7,12,9,2022,0.0,25.0,0.0,2,7
TX,16,8,10,2022,9.65,26.11,0.0,2,16
MO,12,20,1,2023,9.65,4.44,0.0,2,13
OR,16,15,9,2022,24.14,18.33,0.0,2,11
MD,21,14,10,2022,0.0,7.78,0.0,2,17
CA,7,13,1,2023,0.0,7.78,0.0,2,8
OR,14,26,9,2022,11.26,31.11,0.0,2,15
TX,17,4,1,2023,11.26,15.0,0.0,2,16
PA,11,8,11,2022,16.09,13.33,0.0,2,12
OH,10,23,12,2022,51.49,-18.89,0.0,2,15
FL,19,7,12,2022,4.83,23.89,0.0,2,15
NY,19,19,9,2022,0.0,21.11,0.0,2,16
FL,17,2,8,2022,20.92,32.78,0.0,2,16
GA,17,2,8,2022,8.04,30.0,0.0,2,16
VA,23,18,11,2022,0.0,-2.78,0.0,2,18
CA,16,23,1,2023,9.65,13.89,0.0,2,15
FL,17,12,10,2022,14.48,29.44,0.0,2,17
NJ,15,2,11,2022,11.26,22.78,0.0,2,15
CA,21,3,12,2022,0.0,14.44,0.0,2,17
CA,18,24,1,2023,8.04,15.0,0.2104570154231863,2,16
CA,12,6,9,2022,12.87,40.0,0.0,2,13
CA,6,28,9,2022,4.83,22.22,0.0,2,7
CA,21,2,12,2022,4.83,3.89,0.0,2,18
SC,12,21,8,2022,8.04,28.33,0.0,2,13
CA,15,3,1,2023,0.0,12.78,0.0,2,16
CA,13,11,11,2022,4.83,16.11,0.0,2,14
VA,17,2,9,2022,8.04,30.56,0.0,2,16
MI,19,17,8,2022,4.83,24.44,0.0,4,15
TN,21,1,10,2022,11.26,19.44,0.0,2,15
FL,21,6,11,2022,9.65,23.33,0.0,2,19
NJ,16,8,9,2022,9.65,25.56,0.0,2,14
NY,18,25,1,2023,22.53,2.78,0.0,2,11
FL,7,23,9,2022,4.83,26.11,0.0,2,8
AZ,7,21,9,2022,8.04,14.44,0.0,2,5
OH,9,7,9,2022,4.83,17.22,0.0,2,9
LA,18,20,12,2022,0.0,8.33,0.0,2,18
FL,18,17,12,2022,0.0,23.33,0.0,2,17
MN,8,21,12,2022,12.87,-20.56,0.25,2,12
FL,10,29,12,2022,11.26,16.67,0.0,2,16
CA,17,2,8,2022,22.53,24.44,0.0,3,17
OH,8,5,9,2022,0.0,20.56,0.0,2,8
PA,16,27,9,2022,12.87,18.89,0.0,2,15
NJ,22,6,12,2022,8.04,12.78,3.3,2,19
VA,7,4,10,2022,19.31,9.44,0.0,2,9
NY,8,20,8,2022,0.0,26.11,0.0,2,9
AZ,22,1,9,2022,4.83,21.67,0.0,2,10
WV,17,6,10,2022,9.65,16.67,0.0,2,16
VA,16,25,9,2022,8.04,17.78,0.0,2,11
NC,11,4,8,2022,9.65,29.44,0.0,3,13
NJ,6,2,8,2022,8.04,22.78,0.0,2,7
CA,15,23,9,2022,12.87,30.0,0.0,2,14
NY,13,6,8,2022,22.53,30.0,0.0,2,14
FL,19,18,8,2022,0.0,23.33,0.0,2,15
FL,13,11,10,2022,19.31,31.67,0.0,2,14
MD,9,14,10,2022,0.0,12.78,0.0,2,13
GA,12,19,11,2022,11.26,11.11,0.0,2,12
GA,18,18,8,2022,9.65,26.11,0.0,2,16
CA,18,21,12,2022,0.0,12.78,0.2104570154231863,2,18
WV,18,14,12,2022,4.83,7.78,0.0,2,17
NY,14,15,9,2022,24.14,21.67,0.0,2,14
GA,22,13,12,2022,19.31,10.0,0.0,2,15
FL,17,16,1,2023,9.65,20.56,0.0,2,16
MA,8,8,8,2022,20.92,27.22,0.0,2,9
VA,7,29,12,2022,0.0,-6.67,0.0,2,8
FL,9,22,8,2022,0.0,25.0,0.0,2,7
AR,12,20,9,2022,12.87,33.33,0.0,2,13
MD,13,2,12,2022,12.87,10.56,0.0,2,14
TX,16,16,9,2022,24.14,32.22,0.0,2,16
CA,11,31,12,2022,8.04,16.11,0.76,2,12
TN,0,19,8,2022,0.0,22.22,0.0,2,4
CA,16,18,9,2022,14.48,24.44,0.0,2,15
MD,8,1,9,2022,0.0,20.56,0.0,2,10
CA,8,12,9,2022,0.0,24.44,0.0,2,8
CA,15,26,8,2022,32.18,32.78,0.0,3,16
FL,21,4,8,2022,16.09,29.44,0.0,2,19
LA,14,14,11,2022,20.92,15.56,0.0,2,14
VA,18,30,12,2022,0.0,15.56,0.0,2,17
AZ,19,24,8,2022,33.79,27.22,0.0,2,16
FL,12,30,12,2022,12.87,25.56,0.0,2,13
PA,20,22,1,2023,0.0,0.0,0.0,2,17
NY,12,11,10,2022,8.04,17.22,0.0,2,14
NY,16,22,12,2022,33.79,7.78,0.0,2,16
CA,0,11,11,2022,0.0,8.89,0.0,2,4
NY,8,25,1,2023,4.83,0.56,0.0,2,10
NJ,17,22,9,2022,9.65,21.11,0.0,2,16
FL,18,14,11,2022,11.26,22.78,0.0,2,17
CA,8,29,8,2022,19.31,23.89,0.0,2,11
PA,6,4,11,2022,0.0,4.44,0.0,2,8
CA,14,7,10,2022,11.26,26.67,0.0,2,14
MN,9,7,9,2022,0.0,23.89,0.0,2,15
CA,12,15,10,2022,11.26,22.22,0.0,2,15
AZ,8,8,11,2022,4.83,16.11,0.0,2,9
TX,16,12,9,2022,8.04,29.44,0.0,2,15
PA,10,16,11,2022,24.14,2.78,0.0,2,10
MO,16,14,9,2022,8.04,28.89,0.0,2,15
VA,21,23,11,2022,0.0,-2.22,0.0,2,5
NC,16,16,8,2022,14.48,21.67,0.0,2,15
IL,18,16,8,2022,16.09,23.89,0.0,1,16
CA,12,25,8,2022,14.48,21.67,0.0,2,12
VA,5,28,12,2022,0.0,-2.22,0.0,2,5
VA,11,2,8,2022,20.92,30.0,0.0,2,12
NC,17,12,10,2022,8.04,21.11,0.0,2,16
FL,16,18,11,2022,19.31,23.89,0.0,2,15
FL,17,14,11,2022,14.48,23.33,0.0,2,16
FL,18,14,12,2022,16.09,24.44,0.0,2,17
CA,14,16,11,2022,9.65,25.56,0.0,2,14
NC,17,22,12,2022,8.04,7.22,0.0,2,15
NJ,5,24,12,2022,24.14,-14.44,0.0,2,7
CA,20,21,1,2023,4.83,9.44,0.0,2,20
MN,0,3,12,2022,33.79,-10.0,0.0,2,5
CA,11,29,12,2022,0.0,14.44,0.0,2,14
CO,12,22,12,2022,4.83,-22.78,0.0,2,14
CA,16,3,8,2022,37.01,20.56,0.0,2,14
CA,15,22,11,2022,0.0,18.89,0.0,2,15
CA,9,20,1,2023,4.83,3.89,0.0,2,7
MT,5,15,11,2022,20.92,-5.0,0.0,2,8
SC,20,26,12,2022,0.0,0.0,0.0,2,19
LA,19,8,11,2022,0.0,19.44,0.0,2,18
CA,7,10,11,2022,0.0,7.78,0.0,2,5
FL,6,22,12,2022,0.0,18.33,0.0,2,13
OR,17,11,12,2022,9.65,-1.67,0.0,2,17
OR,17,12,11,2022,0.0,6.11,0.0,2,15
NC,17,8,11,2022,4.83,18.89,0.0,2,16
TX,3,1,11,2022,14.48,18.89,0.0,2,9
NY,21,8,8,2022,9.65,30.0,0.0,2,21
GA,14,8,12,2022,12.87,25.0,0.0,2,14
CA,7,12,10,2022,0.0,19.44,0.25,2,8
NY,17,29,9,2022,12.87,17.78,0.0,2,17
OR,9,17,12,2022,8.04,0.0,0.0,2,11
GA,23,26,12,2022,4.83,-0.56,0.0,2,11
MI,16,8,9,2022,8.04,27.22,0.0,2,15
GA,8,9,12,2022,1.61,17.22,0.0,2,9
NY,7,1,8,2022,0.0,16.67,0.0,2,8
MT,6,19,11,2022,12.87,-11.67,0.0,2,8
GA,14,6,9,2022,14.48,28.89,0.0,2,14
FL,15,2,9,2022,9.65,29.44,0.0,2,16
TX,11,14,1,2023,14.48,12.78,0.0,2,12
LA,16,27,1,2023,4.83,14.44,0.0,2,16
NC,16,9,11,2022,16.09,18.89,0.0,2,15
OR,2,11,9,2022,4.83,11.11,0.0,2,5
CA,16,29,1,2023,0.0,12.78,0.0,2,13
FL,20,31,10,2022,11.26,25.0,0.0,2,20
IL,14,25,1,2023,14.48,1.11,0.0,2,15
PA,23,5,8,2022,0.0,23.33,0.0,2,20
NJ,21,11,12,2022,12.87,0.0,0.25,2,17
FL,13,24,1,2023,24.14,24.44,0.0,2,13
CT,6,7,10,2022,0.0,10.56,0.0,2,6
VA,17,15,12,2022,16.09,7.22,3.56,2,16
IL,14,12,8,2022,4.83,26.67,0.0,2,15
FL,4,2,9,2022,4.83,23.89,0.0,2,5
SC,10,19,8,2022,8.04,23.89,0.0,1,12
NY,13,2,9,2022,9.65,23.89,0.0,2,14
FL,18,8,12,2022,8.04,21.11,0.0,2,13
CA,11,18,12,2022,4.83,17.22,0.0,2,12
NY,5,12,9,2022,11.26,21.11,0.0,2,8
SC,17,23,9,2022,4.83,23.89,0.0,2,14
TX,13,23,9,2022,8.04,34.44,0.0,2,15
NC,20,23,11,2022,9.65,15.0,0.0,2,17
MN,8,14,11,2022,19.31,-3.33,0.25,2,8
CA,19,1,11,2022,11.26,12.22,0.0,2,10
NV,6,19,8,2022,0.0,16.11,0.0,1,6
CA,6,21,1,2023,0.0,-1.11,0.0,2,4
CA,12,26,1,2023,14.48,21.11,0.0,2,12
WI,18,1,8,2022,22.53,26.11,0.0,2,17
OH,17,15,12,2022,9.65,5.56,0.0,2,17
CA,0,26,8,2022,9.65,16.11,0.0,2,1
FL,17,30,8,2022,20.92,28.33,0.0,2,15
MI,0,18,1,2023,20.92,3.89,0.0,2,5
CA,5,30,1,2023,19.31,-11.11,0.0,2,7
NC,11,29,1,2023,11.26,13.89,0.0,2,11
CA,22,13,8,2022,4.83,21.67,0.0,3,6
MD,9,11,10,2022,0.0,17.22,0.0,2,9
FL,6,21,9,2022,0.0,22.78,0.0,2,7
MA,8,8,9,2022,8.04,19.44,0.0,3,8
MD,9,3,8,2022,0.0,28.89,0.0,2,10
CA,18,9,8,2022,0.0,31.11,0.2104570154231863,2,16
AZ,12,4,12,2022,22.53,9.44,0.0,2,11
CA,11,31,12,2022,8.04,12.78,6.86,2,12
CA,13,14,1,2023,27.35,14.44,1.02,2,15
VA,19,14,10,2022,9.65,15.0,0.0,2,17
MN,14,3,1,2023,25.74,-3.33,0.0,2,14
MO,23,27,1,2023,4.83,1.67,0.0,2,19
OK,17,1,8,2022,16.09,34.44,0.0,2,17
IL,6,26,1,2023,24.14,-3.89,0.0,2,8
GA,22,9,10,2022,11.26,17.22,0.0,2,19
GA,2,11,8,2022,0.0,21.67,0.0,2,7
NC,23,14,12,2022,9.65,2.22,0.25,2,20
FL,6,4,10,2022,8.04,11.11,0.2104570154231863,2,8
CA,15,14,11,2022,0.0,18.33,0.0,2,14
TN,8,9,12,2022,0.0,13.33,0.0,2,11
VA,8,6,12,2022,0.0,6.11,0.0,2,8
MI,17,19,11,2022,25.74,-5.0,0.0,2,15
IL,20,20,11,2022,27.35,-0.56,0.0,2,18
SC,7,21,11,2022,9.65,0.0,0.0,2,9
CA,19,16,12,2022,9.65,6.67,0.0,2,17
AR,22,29,12,2022,14.48,16.67,3.3,2,20
SC,8,23,9,2022,9.65,16.67,0.0,2,9
CA,11,14,1,2023,24.14,10.0,3.81,2,10
NY,16,6,1,2023,16.09,7.78,0.0,2,13
CA,14,9,12,2022,9.65,15.0,0.0,2,14
CA,15,6,10,2022,11.26,23.89,0.0,2,15
FL,17,23,11,2022,4.83,18.89,0.0,2,16
SC,7,22,12,2022,27.35,9.44,10.41,2,9
NV,13,31,8,2022,11.26,35.0,0.0,2,14
CA,5,12,10,2022,0.0,19.44,0.0,2,6
TX,9,19,1,2023,4.83,15.56,0.0,2,11
FL,16,14,9,2022,11.26,28.89,0.0,2,15
SC,13,15,10,2022,12.87,25.0,0.0,2,14
VA,14,20,11,2022,25.74,-2.22,0.0,2,13
FL,17,24,12,2022,11.26,8.89,0.0,2,16
CA,9,21,9,2022,4.83,19.44,0.0,2,9
FL,14,18,11,2022,24.14,25.56,0.0,2,14
TX,22,18,11,2022,19.31,0.0,0.0,2,19
OH,11,22,1,2023,9.65,0.56,0.0,2,12
PA,16,17,9,2022,12.87,27.78,0.0,2,16
CT,14,16,10,2022,14.48,18.33,0.0,2,14
FL,12,18,11,2022,16.09,26.11,0.0,2,13
CA,2,3,9,2022,11.26,26.11,0.2104570154231863,2,6
VA,15,18,11,2022,12.87,9.44,0.0,2,13
CA,14,13,12,2022,8.04,11.11,0.0,2,14
NC,18,18,8,2022,9.65,28.33,0.0,2,17
VA,19,17,9,2022,11.26,21.11,0.0,2,17
VA,17,17,10,2022,16.09,17.78,0.76,2,15
TN,12,11,10,2022,19.31,23.89,0.0,2,13
CA,7,15,12,2022,4.83,1.11,0.0,2,7
MO,15,15,12,2022,20.92,0.0,0.0,2,13
CA,16,26,9,2022,19.31,26.67,0.0,2,16
FL,16,17,1,2023,14.48,22.78,0.0,2,16
CA,7,12,10,2022,4.83,-1.11,0.0,2,7
FL,11,18,9,2022,20.92,28.89,0.0,2,12
FL,8,12,10,2022,9.65,25.56,0.0,2,13
GA,19,24,12,2022,0.0,-2.78,0.0,2,18
IN,8,25,1,2023,20.92,0.0,0.2104570154231863,2,10
CA,13,8,11,2022,24.14,11.67,0.0,2,13
FL,1,31,12,2022,4.83,18.89,0.0,2,3
TN,17,27,12,2022,4.83,3.89,0.0,2,16
CA,7,15,11,2022,4.83,7.78,0.0,2,9
NC,21,11,8,2022,0.0,22.22,0.0,2,18
CA,19,5,1,2023,11.26,12.22,0.25,2,10
FL,7,3,11,2022,9.65,23.33,0.0,2,7
PA,8,18,1,2023,12.87,5.56,0.0,2,10
OR,11,17,11,2022,11.26,7.22,0.0,2,12
TX,5,15,11,2022,22.53,3.89,0.0,2,8
MN,6,16,12,2022,14.48,-2.22,0.0,2,8
CA,10,7,8,2022,9.65,20.0,0.0,2,12
LA,7,30,9,2022,9.65,12.78,0.0,2,9
FL,16,3,11,2022,14.48,25.0,0.0,2,16
SC,17,12,8,2022,4.83,28.89,0.0,2,17
TX,14,6,1,2023,20.92,26.67,0.0,2,14
TN,22,25,1,2023,9.65,3.89,0.0,2,18
CA,1,10,9,2022,14.48,20.0,0.0,2,6
NJ,23,23,12,2022,27.35,-12.78,0.0,2,22
TN,14,12,12,2022,9.65,13.33,0.0,2,14
CA,13,24,12,2022,8.04,16.11,0.0,2,13
PA,10,16,9,2022,4.83,18.33,0.0,2,12
FL,19,18,11,2022,12.87,21.67,0.0,2,13
NC,14,25,1,2023,24.14,15.56,2.79,2,15
PA,6,6,9,2022,0.0,21.11,2.54,3,6
AZ,3,7,12,2022,14.48,12.78,0.0,2,6
OH,8,13,1,2023,20.92,1.11,0.0,2,13
AZ,5,2,1,2023,0.0,8.33,0.76,2,8
PA,15,30,12,2022,0.0,15.0,0.0,2,15
VA,16,16,10,2022,0.0,22.78,0.0,2,15
OH,14,13,11,2022,38.62,4.44,0.25,2,13
NJ,11,31,8,2022,22.53,26.11,0.0,3,12
CA,8,26,8,2022,0.0,20.56,0.0,2,7
CO,16,29,12,2022,11.26,-0.56,0.0,2,4
PA,16,18,11,2022,19.31,6.67,0.0,2,15
AZ,9,22,11,2022,20.92,17.22,0.0,2,11
IN,10,30,1,2023,12.87,-2.78,0.0,2,11
GA,15,28,12,2022,11.26,12.78,0.0,2,14
MN,7,16,12,2022,19.31,-2.78,0.0,2,15
CA,13,10,10,2022,14.48,31.67,0.0,2,15
FL,11,14,12,2022,22.53,27.22,0.0,2,12
MO,8,30,9,2022,11.26,11.67,0.0,2,8
CA,6,22,1,2023,0.0,0.0,0.0,2,6
AZ,14,13,8,2022,4.83,38.33,0.0,2,15
NJ,17,27,12,2022,0.0,0.0,0.0,2,16
VA,17,11,11,2022,16.09,22.22,0.0,2,17
TX,8,16,10,2022,9.65,17.78,0.0,2,10
SC,16,29,8,2022,20.92,24.44,0.0,2,16
MD,10,17,11,2022,37.01,6.67,0.0,2,11
FL,14,21,11,2022,9.65,19.44,0.0,2,14
CA,17,15,11,2022,9.65,17.22,0.0,2,16
CA,14,28,9,2022,16.09,22.78,0.0,2,13
VA,1,14,9,2022,0.0,13.89,0.0,2,4
CA,19,6,8,2022,9.65,37.22,0.0,2,17
CA,6,3,10,2022,0.0,20.0,0.0,2,7
CA,9,18,11,2022,8.04,9.44,0.0,2,8
FL,9,18,11,2022,12.87,21.67,0.0,2,13
MD,13,27,8,2022,0.0,30.56,0.0,2,13
FL,14,12,10,2022,20.92,31.11,0.0,2,15
OR,15,4,11,2022,41.83,13.89,0.0,2,15
FL,7,25,1,2023,11.26,16.67,0.0,2,8
CA,16,4,11,2022,11.26,20.0,0.0,2,12
CA,6,16,12,2022,0.0,5.0,0.0,2,16
CA,17,26,8,2022,16.09,33.33,0.0,2,17
CA,2,2,12,2022,0.0,0.0,0.0,2,4
NY,16,20,8,2022,16.09,28.89,0.0,2,16
CA,17,2,12,2022,8.04,10.0,0.0,2,16
AL,13,11,11,2022,14.48,21.11,0.0,2,13
FL,1,27,1,2023,14.48,10.56,0.0,2,4
PA,2,7,10,2022,12.87,11.67,0.0,2,3
CA,6,21,1,2023,4.83,2.78,0.0,2,5
IL,7,17,8,2022,0.0,16.11,0.0,1,7
CA,17,21,12,2022,0.0,6.11,0.0,2,13
CA,7,20,1,2023,9.65,8.89,0.0,2,10
NC,11,16,12,2022,14.48,5.0,0.0,2,12
LA,13,20,12,2022,16.09,11.67,0.0,2,8
CA,20,18,9,2022,8.04,17.22,7.11,2,17
TX,22,18,9,2022,12.87,28.89,0.0,2,20
FL,20,5,1,2023,12.87,24.44,0.0,2,17
WV,8,22,1,2023,8.04,-0.56,0.0,2,8
AL,9,15,11,2022,9.65,8.33,2.29,2,11
MO,17,21,11,2022,11.26,8.89,0.0,2,16
FL,14,29,9,2022,28.96,30.0,0.0,2,14
CA,8,11,10,2022,4.83,13.33,0.0,2,8
MI,3,2,10,2022,20.92,13.89,0.0,2,6
FL,12,27,9,2022,22.53,23.89,1.52,2,12
NJ,7,28,9,2022,0.0,5.0,0.0,2,7
MI,15,6,9,2022,8.04,25.0,0.0,2,15
LA,6,18,8,2022,12.87,26.11,0.0,2,9
CA,22,8,8,2022,20.92,22.22,0.0,2,19
FL,14,5,9,2022,16.09,33.33,0.0,2,15
IA,7,5,1,2023,25.74,-3.89,0.0,2,11
MN,17,1,12,2022,20.92,0.0,0.0,2,16
PA,23,13,1,2023,24.14,1.67,0.0,2,19
AL,7,9,8,2022,9.65,26.67,0.0,2,8
VA,0,14,1,2023,28.96,2.78,0.0,2,1
MI,8,22,8,2022,4.83,20.0,0.0,2,8
OR,18,23,11,2022,11.26,3.89,0.0,2,6
GA,5,18,8,2022,9.65,21.67,0.0,2,12
VA,18,21,11,2022,8.04,5.0,0.0,2,18
OH,15,13,10,2022,33.79,17.22,0.0,2,15
TX,17,4,11,2022,24.14,27.78,0.0,2,17
CA,8,12,12,2022,16.09,5.0,0.0,2,8
CA,18,18,11,2022,19.31,17.22,0.0,2,10
WA,11,19,12,2022,8.04,2.78,0.0,2,13
NJ,13,14,12,2022,19.31,3.89,0.0,2,13
OH,15,13,10,2022,16.09,18.33,0.0,2,14
OR,17,29,8,2022,20.92,36.67,0.0,2,16
CA,14,15,11,2022,11.26,18.89,0.0,2,15
MN,16,4,1,2023,16.09,-3.33,0.51,2,14
CT,9,16,11,2022,12.87,3.89,0.0,2,11
MN,16,4,9,2022,11.26,22.22,0.0,2,15
NJ,10,16,10,2022,12.87,13.89,0.0,2,10
AZ,8,21,12,2022,4.83,7.78,0.0,2,10
PA,17,7,10,2022,9.65,22.78,0.0,2,16
CA,5,19,1,2023,0.0,2.22,0.2104570154231863,2,6
PA,21,3,11,2022,0.0,6.11,0.0,2,18
NC,18,24,1,2023,0.0,8.33,0.0,2,17
IL,17,31,8,2022,16.09,28.89,0.0,2,16
CA,17,20,8,2022,16.09,25.56,0.0,2,16
NY,0,18,12,2022,19.31,-2.22,0.0,2,2
FL,12,27,9,2022,8.04,25.0,1.02,2,12
TX,9,23,12,2022,38.62,-5.56,0.0,2,11
VA,10,26,1,2023,16.09,7.22,0.0,2,11
AZ,2,14,11,2022,19.31,10.56,0.0,2,13
AZ,16,22,8,2022,14.48,36.67,0.0,2,16
NJ,23,14,10,2022,0.0,8.33,0.0,2,11
NY,17,27,8,2022,14.48,26.67,0.0,2,16
CA,16,3,11,2022,11.26,8.89,0.0,2,15
TN,23,22,12,2022,27.35,-11.67,0.0,2,21
CO,18,15,12,2022,0.0,-4.44,0.0,2,14
CA,17,3,1,2023,12.87,13.89,0.2104570154231863,2,16
VA,6,13,9,2022,8.04,20.0,0.0,2,9
CA,5,24,1,2023,0.0,2.22,0.0,2,6
CA,10,5,1,2023,27.35,10.0,2.03,2,9
SC,14,28,9,2022,24.14,21.67,0.0,2,15
CT,12,16,11,2022,16.09,8.89,0.0,2,13
CT,15,5,8,2022,14.48,30.0,0.0,2,15
MI,20,25,1,2023,14.48,-1.11,0.0,2,9
WA,17,5,12,2022,0.0,3.33,0.0,2,14
CA,6,4,10,2022,0.0,18.89,0.0,2,7
CA,12,3,9,2022,8.04,37.22,0.0,2,12
CA,6,7,12,2022,0.0,6.11,0.0,2,8
CA,7,1,12,2022,12.87,10.0,0.0,2,9
IL,5,21,12,2022,12.87,-8.89,0.0,2,8
CT,13,25,8,2022,4.83,31.67,0.0,2,13
DC,16,7,11,2022,12.87,23.89,0.0,2,15
CA,5,23,8,2022,20.92,17.22,0.0,2,8
NC,19,24,1,2023,8.04,7.78,0.0,2,16
SC,7,30,1,2023,4.83,11.11,4.32,2,8
VA,14,31,12,2022,11.26,12.78,0.0,2,14
NY,13,14,8,2022,24.14,26.67,0.0,2,13
MI,9,25,8,2022,9.65,22.78,0.0,2,11
TX,19,14,12,2022,8.04,13.89,0.0,2,13
FL,14,12,11,2022,16.09,25.56,0.0,2,14
SC,16,4,1,2023,19.31,18.33,0.0,2,14
CA,16,9,8,2022,22.53,36.67,0.0,2,15
CA,19,10,12,2022,19.31,13.89,0.0,2,15
FL,14,17,9,2022,24.14,26.11,0.0,2,14
TX,15,2,12,2022,33.79,18.89,0.0,2,15
CA,21,18,8,2022,4.83,26.11,0.0,2,18
MD,1,4,10,2022,11.26,7.78,0.25,2,2
CO,7,30,1,2023,0.0,-20.0,0.0,2,7
TN,18,13,12,2022,20.92,13.89,0.0,2,16
CA,15,4,8,2022,27.35,20.56,0.0,2,15
LA,16,8,8,2022,12.87,29.44,0.0,2,15
FL,17,22,9,2022,0.0,30.0,0.0,2,17
FL,19,1,12,2022,9.65,8.33,0.0,2,17
MN,8,24,12,2022,25.74,-20.0,0.0,2,7
FL,13,3,10,2022,14.48,30.56,0.0,2,14
SC,17,2,12,2022,0.0,12.78,0.0,2,16
MO,19,13,11,2022,8.04,2.22,0.0,2,17
CA,2,12,12,2022,4.83,7.78,0.0,2,8
CA,13,7,10,2022,20.92,31.11,0.0,2,14
NJ,17,2,8,2022,19.31,32.78,0.0,2,16
MD,13,21,12,2022,0.0,5.0,0.0,2,13
NY,9,12,10,2022,9.65,13.33,0.0,2,8
TX,7,17,11,2022,0.0,3.33,0.0,2,7
NC,1,10,11,2022,16.09,12.78,0.0,2,2
MO,16,11,11,2022,19.31,1.11,0.0,2,16
CA,12,21,11,2022,0.0,13.89,0.0,2,14
CA,18,6,11,2022,19.31,12.78,0.0,2,11
FL,17,27,1,2023,9.65,16.67,0.0,2,15
TX,11,20,8,2022,12.87,30.0,0.0,2,14
CA,14,31,12,2022,0.0,14.44,0.0,2,10
FL,9,30,9,2022,14.48,20.0,0.0,2,9
CO,14,23,12,2022,4.83,-12.78,0.0,2,14
WA,6,9,8,2022,0.0,16.11,0.0,2,6
CA,10,29,1,2023,51.49,10.0,0.0,2,11
IN,14,19,12,2022,0.0,0.0,0.0,2,13
CA,20,5,1,2023,11.26,10.0,0.0,2,18
CA,14,7,10,2022,11.26,23.33,0.0,2,14
TX,7,26,9,2022,12.87,25.0,0.0,2,7
PA,10,21,11,2022,11.26,2.22,0.0,2,12
LA,12,16,1,2023,27.35,22.22,0.0,2,13
MN,12,7,12,2022,16.09,-8.33,0.0,2,12
WI,16,14,10,2022,37.01,12.78,0.0,2,14
FL,17,2,9,2022,11.26,27.22,0.0,2,16
